Population	Species	Date	Month	Subpopulation	Quadrat	Cauloid_size (cm)	Fertility (0-4)	Leaf_size (cm)	Comments
PdS	Cystoseira crinita	7/21/2021	July	Lateral terra de N a S		4	2		
PdS	Cystoseira crinita	7/21/2021	July	Lateral mar de N a S		3			
PdS	Cystoseira crinita	7/21/2021	July	Lateral mar de N a S		1			
PdS	Cystoseira crinita	7/21/2021	July	Lateral mar de N a S		1			
PdS	Cystoseira crinita	7/21/2021	July	Lateral mar de N a S		3			
PdS	Cystoseira crinita	7/21/2021	July	Lateral mar de N a S		5			
PdS	Cystoseira crinita	7/21/2021	July	Lateral mar de N a S		4	1		
PdS	Cystoseira crinita	7/21/2021	July	"Extrem sud, cubeta sud"		10	1		
PdS	Cystoseira crinita	7/21/2021	July	"Extrem sud, cubeta sud"		2			
PdS	Cystoseira crinita	7/21/2021	July	"Extrem sud, cubeta sud"		6	1		
PdS	Cystoseira crinita	7/21/2021	July	"Extrem sud, cubeta sud"		4	1		
PdS	Cystoseira crinita	7/21/2021	July	"Extrem sud, cubeta sud"		8	1		
PdS	Cystoseira crinita	7/21/2021	July	"Extrem sud, cubeta sud"		7	4		
PdS	Cystoseira crinita	7/21/2021	July	"Extrem sud, cubeta sud"		10	4		
PdS	Cystoseira crinita	7/21/2021	July	"Extrem sud, cubeta sud"		6	3		
PdS	Cystoseira crinita	7/21/2021	July	"Extrem sud, cubeta sud"		8	3		
PdS	Cystoseira crinita	7/21/2021	July	"Extrem sud, cubeta sud"		4	4		
PdS	Cystoseira crinita	7/21/2021	July	"Extrem sud, cubeta sud"		6	4		
PdS	Cystoseira crinita	7/21/2021	July	"Extrem sud, cubeta sud"		5	4		
PdS	Cystoseira crinita	7/21/2021	July	Lateral mar de S a N		1			
PdS	Cystoseira crinita	7/21/2021	July	Lateral mar de S a N		5			
PdS	Cystoseira crinita	7/21/2021	July	Lateral mar de S a N		4			
PdS	Cystoseira elegans	7/21/2021	July	"Extrem nord, cubeta sud"		3	2		
PdS	Cystoseira elegans	7/21/2021	July	"Extrem nord, cubeta sud"		5			
PdS	Cystoseira elegans	7/21/2021	July	"Extrem nord, cubeta sud"		5			
PdS	Cystoseira elegans	7/21/2021	July	"Extrem nord, cubeta sud"		7			
PdS	Cystoseira elegans	7/21/2021	July	"Extrem nord, cubeta sud"		9			
PdS	Cystoseira elegans	7/21/2021	July	"Extrem nord, cubeta sud"		2	1		
PdS	Cystoseira elegans	7/21/2021	July	"Extrem nord, cubeta sud"		3	2		
PdS	Cystoseira elegans	7/21/2021	July	"Extrem nord, cubeta sud"		3			
PdS	Cystoseira elegans	7/21/2021	July	"Extrem nord, cubeta sud"		3			
PdS	Cystoseira elegans	7/21/2021	July	"Extrem nord, cubeta sud"		4			
PdS	Cystoseira elegans	7/21/2021	July	"Extrem nord, cubeta sud"		2	1		
PdS	Cystoseira elegans	7/21/2021	July	Lateral terra de N a S		4	2		
PdS	Cystoseira elegans	7/21/2021	July	Lateral terra de N a S		4	2		
PdS	Cystoseira elegans	7/21/2021	July	Lateral terra de N a S		4	2		
PdS	Cystoseira elegans	7/21/2021	July	Lateral terra de N a S		3	1		
PdS	Cystoseira elegans	7/21/2021	July	Lateral terra de N a S		4	2		
PdS	Cystoseira elegans	7/21/2021	July	Lateral terra de N a S		5	1		
PdS	Cystoseira elegans	7/21/2021	July	Lateral terra de N a S		5	2		
PdS	Cystoseira elegans	7/21/2021	July	Lateral terra de N a S		5	2		
PdS	Cystoseira elegans	7/21/2021	July	Lateral terra de N a S		6	1		
PdS	Cystoseira elegans	7/21/2021	July	Lateral terra de N a S		3	4		
PdS	Cystoseira elegans	7/21/2021	July	Lateral terra de N a S		5	1		
PdS	Cystoseira elegans	7/21/2021	July	Lateral terra de N a S		7	1		
PdS	Cystoseira elegans	7/21/2021	July	Lateral terra de N a S		4	2		
PdS	Cystoseira elegans	7/21/2021	July	Lateral terra de N a S		4	2		
PdS	Cystoseira elegans	7/21/2021	July	Lateral terra de N a S		6	4		
PdS	Cystoseira elegans	7/21/2021	July	Lateral terra de N a S		7			
PdS	Cystoseira elegans	7/21/2021	July	Lateral terra de N a S		5	3		
PdS	Cystoseira elegans	7/21/2021	July	Lateral terra de N a S		6	1		
PdS	Cystoseira elegans	7/21/2021	July	Lateral terra de N a S		6	2		
PdS	Cystoseira elegans	7/21/2021	July	Lateral terra de N a S		3			
PdS	Cystoseira elegans	7/21/2021	July	Lateral terra de N a S		4	2		
PdS	Cystoseira elegans	7/21/2021	July	Lateral terra de N a S		3			
PdS	Cystoseira elegans	7/21/2021	July	Lateral terra de N a S		4			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		2			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		2			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		2			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		3	1		
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		4	1		
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		3			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		3	1		
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		3	2		
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		1			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		5			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		1			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		5			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		2			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		8	1		
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		5	1		
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		4	4		
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		1			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		2	1		
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		5	3		
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		3	1		
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		3			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		3			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		4			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		4	1		
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		6			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		6			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		5			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		4			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		3			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		3	2		
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		3			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		3	1		
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		5	1		
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		3	1		
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		3			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		5			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		2			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		5			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		4	1		
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		2			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		1			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		5			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		4			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		4			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		5			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		5			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		3	2		
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		3			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		5			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		4			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de N a S		5	1		
PdS	Cystoseira elegans	7/21/2021	July	"Extrem sud, cubeta sud"		4	2		
PdS	Cystoseira elegans	7/21/2021	July	"Extrem sud, cubeta sud"		5	1		
PdS	Cystoseira elegans	7/21/2021	July	"Extrem sud, cubeta sud"		7	2		
PdS	Cystoseira elegans	7/21/2021	July	"Extrem sud, cubeta sud"		7	3		
PdS	Cystoseira elegans	7/21/2021	July	"Extrem sud, cubeta sud"		7	1		
PdS	Cystoseira elegans	7/21/2021	July	"Extrem sud, cubeta sud"		4			
PdS	Cystoseira elegans	7/21/2021	July	"Extrem sud, cubeta sud"		5	2		
PdS	Cystoseira elegans	7/21/2021	July	"Extrem sud, cubeta sud"		5	1		
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de S a N		3			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de S a N		3	1		
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de S a N		3			
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de S a N		2	1		
PdS	Cystoseira elegans	7/21/2021	July	Lateral mar de S a N		5			
PdS	Cystoseira crinita	8/23/2021	August	Cubeta nord		12			
PdS	Cystoseira crinita	8/23/2021	August	Cubeta nord		13			
PdS	Cystoseira crinita	8/23/2021	August	Cubeta nord		14			
PdS	Cystoseira crinita	8/23/2021	August	Cubeta nord		11			
PdS	Cystoseira crinita	8/23/2021	August	Cubeta nord		13			
PdS	Cystoseira crinita	8/23/2021	August	Cubeta nord		12			
PdS	Cystoseira crinita	8/23/2021	August	Cubeta nord		8			
PdS	Cystoseira crinita	8/23/2021	August	Cubeta nord		9			
PdS	Cystoseira crinita	8/23/2021	August	Cubeta nord		10			
PdS	Cystoseira crinita	8/23/2021	August	Cubeta nord		11			
PdS	Cystoseira crinita	8/23/2021	August	Cubeta nord		10			
PdS	Cystoseira crinita	8/23/2021	August	Cubeta nord		3			
PdS	Cystoseira crinita	8/23/2021	August	Cubeta nord		8			
PdS	Cystoseira crinita	8/23/2021	August	Lateral terra de N a S		5			
PdS	Cystoseira crinita	8/23/2021	August	Lateral terra de N a S		2			
PdS	Cystoseira crinita	8/23/2021	August	Lateral terra de N a S		3			
PdS	Cystoseira crinita	8/23/2021	August	Lateral terra de N a S		3			
PdS	Cystoseira crinita	8/23/2021	August	Lateral terra de N a S		7			
PdS	Cystoseira crinita	8/23/2021	August	Lateral terra de N a S		5			
PdS	Cystoseira crinita	8/23/2021	August	Lateral terra de N a S		4			
PdS	Cystoseira crinita	8/23/2021	August	Lateral terra de N a S		5			
PdS	Cystoseira crinita	8/23/2021	August	Lateral terra de N a S		6			
PdS	Cystoseira crinita	8/23/2021	August	Lateral terra de N a S		6			
PdS	Cystoseira crinita	8/23/2021	August	Lateral terra de N a S		4			
PdS	Cystoseira crinita	8/23/2021	August	Lateral terra de N a S		3			
PdS	Cystoseira crinita	8/23/2021	August	Lateral terra de N a S		1			
PdS	Cystoseira crinita	8/23/2021	August	Lateral terra de N a S		4.5			
PdS	Cystoseira crinita	8/23/2021	August	"Extrem sud, cubeta sud"		12			
PdS	Cystoseira crinita	8/23/2021	August	"Extrem sud, cubeta sud"		5			
PdS	Cystoseira crinita	8/23/2021	August	"Extrem sud, cubeta sud"		4			
PdS	Cystoseira crinita	8/23/2021	August	"Extrem sud, cubeta sud"		10			
PdS	Cystoseira crinita	8/23/2021	August	"Extrem sud, cubeta sud"		8			
PdS	Cystoseira crinita	8/23/2021	August	"Extrem sud, cubeta sud"		6			
PdS	Cystoseira crinita	8/23/2021	August	"Extrem sud, cubeta sud"		8			
PdS	Cystoseira crinita	8/23/2021	August	"Extrem sud, cubeta sud"		10			
PdS	Cystoseira crinita	8/23/2021	August	Lateral mar de S a N		7			
PdS	Cystoseira crinita	8/23/2021	August	Lateral mar de S a N		5			
PdS	Cystoseira crinita	8/23/2021	August	Lateral mar de S a N		3			
PdS	Cystoseira crinita	8/23/2021	August	Lateral mar de S a N		7			
PdS	Cystoseira crinita	8/23/2021	August	Lateral mar de S a N		3			
PdS	Cystoseira crinita	8/23/2021	August	Lateral mar de S a N		2			
PdS	Cystoseira crinita	8/23/2021	August	Lateral mar de S a N		7			
PdS	Cystoseira crinita	8/23/2021	August	Lateral mar de S a N		8			
PdS	Cystoseira crinita	8/23/2021	August	Lateral mar de S a N		12			
PdS	Cystoseira crinita	8/23/2021	August	Lateral mar de S a N		0.5			
PdS	Cystoseira crinita	8/23/2021	August	Lateral mar de S a N		5			
PdS	Cystoseira crinita	8/23/2021	August	Lateral mar de S a N		4			
PdS	Cystoseira crinita	8/23/2021	August	Lateral mar de S a N		6			
PdS	Cystoseira crinita	8/23/2021	August	Lateral mar de S a N		6			
PdS	Cystoseira crinita	8/23/2021	August	Lateral mar de S a N		1			
PdS	Cystoseira crinita	8/23/2021	August	Lateral mar de S a N		7			
PdS	Cystoseira crinita	8/23/2021	August	Lateral mar de S a N		8			
PdS	Cystoseira crinita	8/23/2021	August	Lateral mar de S a N		3			
PdS	Cystoseira crinita	8/23/2021	August	Lateral mar de S a N		6			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		5			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		4			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		2			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		2			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		1			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		0.5			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		0.5			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		0.3			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		1			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		0.5			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		6			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		4			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		0.3			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		3			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		0.2			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		1.5			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		5			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		2			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		3			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		1			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		6			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		2			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		1			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		1			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		3			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		2			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		2			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		1.5			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		1			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		3			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		5			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		7			
PdS	Cystoseira elegans	8/23/2021	August	Lateral terra de N a S		3.5			
PdS	Cystoseira elegans	8/23/2021	August	"Extrem sud, cubeta sud"		4			
PdS	Cystoseira elegans	8/23/2021	August	"Extrem sud, cubeta sud"		4			
PdS	Cystoseira elegans	8/23/2021	August	"Extrem sud, cubeta sud"		5			
PdS	Cystoseira elegans	8/23/2021	August	"Extrem sud, cubeta sud"		8			
PdS	Cystoseira elegans	8/23/2021	August	"Extrem sud, cubeta sud"		4			
PdS	Cystoseira elegans	8/23/2021	August	"Extrem sud, cubeta sud"		4.5			
PdS	Cystoseira elegans	8/23/2021	August	"Extrem sud, cubeta sud"		6			
PdS	Cystoseira elegans	8/23/2021	August	"Extrem sud, cubeta sud"		5			
PdS	Cystoseira elegans	8/23/2021	August	"Extrem sud, cubeta sud"		3			
PdS	Cystoseira elegans	8/23/2021	August	"Extrem sud, cubeta sud"		5			
PdS	Cystoseira elegans	8/23/2021	August	"Extrem sud, cubeta sud"		6			
PdS	Cystoseira elegans	8/23/2021	August	"Extrem sud, cubeta sud"		5			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		1			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		1			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		1			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		3			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		0.5			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		1.5			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		2			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		1.5			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		2			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		1.5			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		3			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		6			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		1.5			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		3			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		3			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		7			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		8			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		10			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		3.5			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		7			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		4			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		1			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		2.5			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		3.5			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		3			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		4			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		3			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		0.5			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		0.5			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		4.5			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		2			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		5			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		3			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		2			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		2			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		1			
PdS	Cystoseira elegans	8/23/2021	August	Lateral mar de S a N		5			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		10	1		
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		7	1		
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		10	1		
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		11			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		12	1		
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		7			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		8			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		10	1		
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		6			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		8	1		
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		10	1		
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		4			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		8			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		10			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		7			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		7			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		10			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		6			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		6			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		8			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		7			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		11			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		10			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		13			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		10			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		11			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		3			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		10			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		2			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		4			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		10			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		3			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		10	1		
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		11			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		6			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		10			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		12	1		
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		10			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		8			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		9			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		8			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		10			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		7			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		9			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		12			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		11			
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		12	1		
PdS	Cystoseira crinita	10/5/2021	October	Cubeta nord		8			
PdS	Cystoseira crinita	10/5/2021	October	"Extrem nord, cubeta sud"		13	1		
PdS	Cystoseira crinita	10/5/2021	October	"Extrem nord, cubeta sud"		12			
PdS	Cystoseira crinita	10/5/2021	October	"Extrem nord, cubeta sud"		11			
PdS	Cystoseira crinita	10/5/2021	October	"Extrem nord, cubeta sud"		10			
PdS	Cystoseira crinita	10/5/2021	October	"Extrem nord, cubeta sud"		8			
PdS	Cystoseira crinita	10/5/2021	October	"Extrem nord, cubeta sud"		6	1		
PdS	Cystoseira crinita	10/5/2021	October	"Extrem nord, cubeta sud"		8			
PdS	Cystoseira crinita	10/5/2021	October	"Extrem nord, cubeta sud"		14	1		
PdS	Cystoseira crinita	10/5/2021	October	"Extrem nord, cubeta sud"		10			
PdS	Cystoseira crinita	10/5/2021	October	"Extrem nord, cubeta sud"		7			
PdS	Cystoseira crinita	10/5/2021	October	"Extrem nord, cubeta sud"		8			
PdS	Cystoseira crinita	10/5/2021	October	"Extrem nord, cubeta sud"		8			
PdS	Cystoseira crinita	10/5/2021	October	"Extrem nord, cubeta sud"		3			
PdS	Cystoseira crinita	10/5/2021	October	"Extrem nord, cubeta sud"		6	1		
PdS	Cystoseira crinita	10/5/2021	October	"Extrem nord, cubeta sud"		5			
PdS	Cystoseira crinita	10/5/2021	October	"Extrem nord, cubeta sud"		5			
PdS	Cystoseira crinita	10/5/2021	October	"Extrem nord, cubeta sud"		11			
PdS	Cystoseira crinita	10/5/2021	October	"Extrem nord, cubeta sud"		2			
PdS	Cystoseira crinita	10/5/2021	October	"Extrem sud, cubeta sud"		8			
PdS	Cystoseira crinita	10/5/2021	October	"Extrem sud, cubeta sud"		6			
PdS	Cystoseira crinita	10/5/2021	October	"Extrem sud, cubeta sud"		11			
PdS	Cystoseira crinita	10/5/2021	October	"Extrem sud, cubeta sud"		5			
PdS	Cystoseira crinita	10/5/2021	October	"Extrem sud, cubeta sud"		6			
PdS	Cystoseira crinita	10/5/2021	October	"Extrem sud, cubeta sud"		2			
PdS	Cystoseira crinita	10/5/2021	October	"Extrem sud, cubeta sud"		2			
PdS	Cystoseira crinita	10/5/2021	October	"Extrem sud, cubeta sud"		3			
PdS	Cystoseira crinita	10/5/2021	October	"Extrem sud, cubeta sud"		10			
PdS	Cystoseira crinita	10/5/2021	October	"Extrem sud, cubeta sud"		7			
