Population	Species	Date	Month	Quadrat	Cauloid_size	Leaf_size	Fertility	Comments
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	2	5	26		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	2	2	24		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	3	6	28		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	3	3	34		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	3	12	40		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	3	10	44		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	4	12	34		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	4	4	32		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	4	5	18		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	4	6	32		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	4	14	37		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	5	4	30		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	5	4	29		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	5	6	26		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	5	2	21		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	5	2	15		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	5	5	28		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	6	5	21		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	6	4	28		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	6	4	29		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	7	4	21		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	7	6	23		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	7	5	26		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	7	2	24		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	7	10	21		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	8	4	25		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	8	3	17		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	8	1	15		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	8	2	8		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	8	4	17		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	8	5	17		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	8	2	9		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	8	4	24		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	8	2	26		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	9	1	18		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	9	3	23		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	9	4	22		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	9	4	23		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	10	6	27		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	10	2	18		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	10	6	19		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	11	4	17		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	11	5	24		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	11	2	23		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	11	6	31		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	11	4	28		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	11	3	27		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	12	4	25		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	12	2	21		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	12	4	27		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	12	1	15		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	12	1	21		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	13	10	32		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	13	3	27		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	13	1	29		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	13	9	29		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	13	6	33		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	14	4	25		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	14	2	29		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	14	4	27		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	14	2	25		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	15	4	25		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	15	4	23		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	15	3	24		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	15	2	25		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	15	5	25		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	15	2	19		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	16	7	27	1	
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	16	6	31	1	
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	16	6	32	3	
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	16	3	16	4	
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	16	2	31	4	
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	17	4	25	4	
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	17	5	24	4	
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	17	3	19	3	
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	17	2	13	4	
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	17	3	21	3	
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	17	4	15	4	
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	18	11	30	4	
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	18	5	25	4	
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	18	6	24	3	
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	19	3	37	3	
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	19	0.5	6		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	19	6	24	3	
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	19	7	36	4	
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	19	4	37	4	
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	19	6	27	4	
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	19	7	31	4	
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	20	3	25	4	
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	20	2	19	4	
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	20	4	36	4	
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	20	4	29	4	
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	20	3	27	4	
Cala Estreta	Cystoseira mediterranea	8/23/2021	August	1	5		0	
Cala Estreta	Cystoseira mediterranea	8/23/2021	August	1	3		0	
Cala Estreta	Cystoseira mediterranea	8/23/2021	August	1	4		0	
Cala Estreta	Cystoseira mediterranea	8/23/2021	August	1	9		1	
Cala Estreta	Cystoseira mediterranea	8/23/2021	August	2	3		0	
Cala Estreta	Cystoseira mediterranea	8/23/2021	August	2	7		1	
Cala Estreta	Cystoseira mediterranea	8/23/2021	August	2	3		1	
Cala Estreta	Cystoseira mediterranea	8/23/2021	August	2	8		1	
Cala Estreta	Cystoseira mediterranea	8/23/2021	August	2	8		0	
Cala Estreta	Cystoseira mediterranea	8/23/2021	August	3	5		0	
Cala Estreta	Cystoseira mediterranea	8/23/2021	August	3	7		0	
Cala Estreta	Cystoseira mediterranea	8/23/2021	August	3	6		0	
Cala Estreta	Cystoseira mediterranea	8/23/2021	August	3	7		0	
Cala Estreta	Cystoseira mediterranea	8/23/2021	August	3	7		0	
Cala Estreta	Cystoseira mediterranea	8/23/2021	August	3	3		0	
Cala Estreta	Cystoseira mediterranea	8/23/2021	August	3	5		0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	1	3	16	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	1	4	16	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	1	11	29	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	1	1	17	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	1	8	20	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	1	3	13	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	1	1	17	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	1	0.5	0.5	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	1	0.5	0.5	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	2	4	31	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	2	4	4	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	2	11	11	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	2	7	7	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	2	6	6	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	2	5	5	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	2	7	7	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	3	4	4	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	3	3	3	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	3	10	10	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	3	9	9	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	4	9	9	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	4	5	5	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	4	7	7	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	4	3	3	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	4	4	4	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	5	5	5	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	5	4	4	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	5	10	10	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	5	6	6	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	5	25	25	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	5	4	4	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	6	6	6	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	6	22	22	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	6	5	5	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	6	3	3	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	6	1	1	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	7	9	9	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	7	4	4	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	7	3	3	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	7	15	15	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	7	9	31	2	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	8	7	24	1	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	8	0.5	0.5	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	8	4	24	2	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	8	5	24	2	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	8	9	34	2	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	8	5	30	1	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	9	4	14	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	9	7	24	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	9	5	28	1	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	9	2	2	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	9	5	27	1	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	9	0.5	0.5	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	10	5	5	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	10	5	5	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	10	6	26	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	10	4	25	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	10	3	12	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	10	5	26	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	10	3	22	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	11	3	14	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	11	1	23	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	11	2	24	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	11	4	25	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	11	4	14	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	12	6	9	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	12	8	11	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	12	4	12	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	13	8	8	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	13	4	4	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	13	7	7	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	14	4	4	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	14	2	2	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	14	4	4	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	14	10	10	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	15	7	7	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	15	2	2	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	15	2	2	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	15	2	2	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	15	6	6	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	16	2	2	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	16	2	2	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	16	2	2	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	16	2	2	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	16	2	2	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	16	3	3	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	17	4	19	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	17	3	3	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	17	2	2	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	17	2	2	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	17	1	1	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	18	13	13	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	18	26	26	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	18	10	10	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	18	7	7	0	
Cala Estreta	Cystoseira mediterranea	10/1/2021	September	18	13	13	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	1	4	4	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	1	6	9	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	1	4	8	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	1	3	3	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	1	3	4	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	1	1	3	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	1	1	3	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	1	2	3	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	1	3	4	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	1	8	8	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	2	1	1	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	2	1	5	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	2	1	1	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	2	2	14	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	2	5	15	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	2	1	3	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	3	9	9	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	3	2	3	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	3	5	9	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	3	11	14	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	3	5	6	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	3	4	7	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	3	3	6	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	3	3	5	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	3	1	3	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	3	4	5	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	4	5	8	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	4	1	1	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	4	1	1	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	4	4	13	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	4	3	15	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	5	4	14	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	5	4	15	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	5	3	8	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	5	4	12	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	5	6	22	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	5	2	7	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	5	1	1	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	5	2	2	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	5	1	1	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	5	2	2	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	6	1	2	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	6	3	10	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	6	2	2	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	6	10	13	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	6	0.5		0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	6	0.5		0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	6	7	11	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	6	13	20	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	6	7	18	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	6	1	1	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	7	1	1	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	7	1	1	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	7	1	1	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	7	2	3	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	7	1	1	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	7	2	3	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	7	4	10	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	7	6	11	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	7	5	5	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	7	1	1	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	7	1	1	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	7	2	2	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	7	0.5		0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	7	0.5		0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	8	4	10	1	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	8	1	1	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	8	0.5		0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	8	0.5		0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	8	8	22	2	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	8	6	6	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	8	4	17	1	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	8	5	25	1	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	8	7	19	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	8	1	1	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	9	2	7	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	9	2	2	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	9	1	1	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	9	10	10	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	9	8	8	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	9	11	11	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	9	4	4	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	9	5	5	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	10	2	2	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	10	8	22	1	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	10	5	5	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	10	2	2	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	10	6	6	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	10	4	4	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	10	7	7	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	10	2	10	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	10	1	1	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	10	3	3	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	11	3	3	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	11	3	3	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	11	4	4	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	11	6	8	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	12	3	3	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	12	2	2	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	12	4	10	0	
Cala Estreta	Cystoseira mediterranea	10/18/2021	October	12	3	11	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	1	6	6	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	1	5	5	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	2	1	1	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	2	2	2	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	2	5	5	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	2	5	5	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	2	1	1	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	2	1	1	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	2	6	7	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	2	2	2	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	2	9	9	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	2	1	2	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	2	1	2	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	2	1	1	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	2	1	1	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	2	1	1	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	3	10	10	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	3	7	7	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	3	3	3	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	3	2	2	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	3	3	4	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	4	4	4	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	4	6	6	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	4	7	7	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	4	5	5	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	4	4	4	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	4	8	8	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	4	8	8	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	4	6	6	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	4	6	6	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	4	3	3	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	4	1	1	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	4	1	1	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	5	5	7	0	
Cala Estreta	Cystoseira mediterranea	12/13/2021	December	5	4	4	0	
